#,Date-Time (CDT/CST),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
1428,09/18/2025 18:05:44,24.54,61.65,16.72,,
1429,09/18/2025 19:05:44,22.94,68.02,16.74,,
1430,09/18/2025 20:05:44,22.15,70.55,16.56,,
1431,09/18/2025 21:05:44,21.50,73.30,16.54,,
1432,09/18/2025 22:05:44,21.58,70.20,15.94,,
1433,09/18/2025 23:05:44,21.61,68.19,15.51,,
1434,09/19/2025 00:05:44,22.19,65.23,15.38,,
1435,09/19/2025 01:05:44,21.91,67.63,15.67,,
1436,09/19/2025 02:05:44,21.80,73.79,16.94,,
1437,09/19/2025 03:05:44,21.62,74.00,16.80,,
1438,09/19/2025 04:05:44,21.80,76.46,17.50,,
1439,09/19/2025 05:05:44,21.61,75.65,17.14,,
1440,09/19/2025 06:05:44,21.89,78.55,18.02,,
1441,09/19/2025 07:05:44,21.78,78.99,18.00,,
1442,09/19/2025 08:05:44,21.77,79.65,18.12,,
1443,09/19/2025 09:05:44,20.73,76.75,16.53,,
1444,09/19/2025 10:05:44,21.33,76.16,16.98,,
1445,09/19/2025 11:05:44,25.78,60.89,17.68,,
1446,09/19/2025 12:05:44,29.56,51.27,18.46,,
1447,09/19/2025 13:05:44,30.30,49.19,18.48,,
1448,09/19/2025 14:05:44,30.76,46.26,17.91,,
1449,09/19/2025 15:05:44,28.79,49.20,17.10,,
1450,09/19/2025 16:05:44,27.08,54.74,17.21,,
1451,09/19/2025 17:05:44,27.02,54.66,17.13,,
1452,09/19/2025 18:05:44,24.12,61.00,16.15,,
1453,09/19/2025 19:05:44,23.23,66.25,16.61,,
1454,09/19/2025 20:05:44,21.99,70.16,16.33,,
1455,09/19/2025 21:05:44,21.46,71.91,16.20,,
1456,09/19/2025 22:05:44,21.21,73.42,16.29,,
1457,09/19/2025 23:05:44,21.05,73.98,16.26,,
1458,09/20/2025 00:05:44,21.75,67.25,15.43,,
1459,09/20/2025 01:05:44,21.50,67.63,15.28,,
1460,09/20/2025 02:05:44,21.41,69.99,15.73,,
1461,09/20/2025 03:05:44,21.32,70.31,15.71,,
1462,09/20/2025 04:05:44,21.11,71.57,15.79,,
1463,09/20/2025 05:05:44,21.15,71.87,15.89,,
1464,09/20/2025 06:05:44,21.29,72.84,16.24,,
1465,09/20/2025 07:05:44,21.41,71.62,16.09,,
1466,09/20/2025 08:05:44,21.20,72.48,16.08,,
1467,09/20/2025 09:05:44,20.46,80.93,17.10,,
1468,09/20/2025 10:05:44,20.75,78.49,16.89,,
1469,09/20/2025 11:05:44,24.64,65.01,17.65,,
1470,09/20/2025 12:05:44,28.37,56.19,18.83,,
1471,09/20/2025 13:05:44,30.65,50.78,19.30,,
1472,09/20/2025 14:05:44,31.63,45.46,18.43,,
1473,09/20/2025 15:05:44,32.73,44.34,19.02,,
1474,09/20/2025 16:05:44,32.04,44.71,18.53,,
1475,09/20/2025 17:05:44,28.48,52.07,17.72,,
1476,09/20/2025 18:05:44,26.16,60.44,17.92,,
1477,09/20/2025 19:05:44,24.51,64.85,17.49,,
1478,09/20/2025 20:05:44,23.57,68.59,17.48,,
1479,09/20/2025 21:05:44,22.90,70.11,17.18,,
1480,09/20/2025 22:05:44,22.26,70.96,16.76,,
1481,09/20/2025 23:05:44,22.26,72.61,17.12,,
1482,09/21/2025 00:05:44,22.15,72.93,17.09,,
1483,09/21/2025 01:05:44,21.84,74.17,17.06,,
1484,09/21/2025 02:05:44,21.84,75.09,17.25,,
1485,09/21/2025 03:05:44,21.31,76.38,17.01,,
1486,09/21/2025 04:05:44,20.88,77.94,16.91,,
1487,09/21/2025 05:05:44,21.20,78.07,17.25,,
1488,09/21/2025 06:05:44,21.44,77.89,17.44,,
1489,09/21/2025 07:05:44,21.60,77.97,17.62,,
1490,09/21/2025 08:05:44,21.40,77.63,17.36,,
1491,09/21/2025 09:05:44,20.83,77.88,16.85,,
1492,09/21/2025 10:05:44,21.42,75.67,16.97,,
1493,09/21/2025 11:05:44,25.05,62.08,17.30,,
1494,09/21/2025 12:05:44,28.84,52.65,18.22,,
1495,09/21/2025 13:05:44,31.45,47.53,18.98,,
1496,09/21/2025 14:05:44,33.70,41.19,18.71,,
1497,09/21/2025 15:05:44,34.67,37.42,18.04,,
1498,09/21/2025 16:05:44,33.94,37.93,17.60,,
1499,09/21/2025 17:05:44,31.66,41.33,16.93,,
1500,09/21/2025 18:05:44,26.61,55.90,17.10,,
1501,09/21/2025 19:05:44,24.12,61.59,16.30,,
1502,09/21/2025 20:05:44,22.82,66.45,16.26,,
1503,09/21/2025 21:05:44,21.97,68.83,16.00,,
1504,09/21/2025 22:05:44,21.26,70.09,15.61,,
1505,09/21/2025 23:05:44,20.87,74.31,16.15,,
1506,09/22/2025 00:05:44,21.88,77.57,17.81,,
1507,09/22/2025 01:05:44,21.51,81.67,18.26,,
1508,09/22/2025 02:05:44,20.98,83.59,18.12,,
1509,09/22/2025 03:05:44,20.65,85.50,18.16,,
1510,09/22/2025 04:05:44,21.27,82.72,18.23,,
1511,09/22/2025 05:05:44,21.39,81.47,18.11,,
1512,09/22/2025 06:05:44,21.64,78.55,17.77,,
1513,09/22/2025 07:05:44,21.51,72.78,16.44,,
1514,09/22/2025 08:05:44,21.46,72.72,16.38,,
1515,09/22/2025 09:05:44,20.22,80.38,16.75,,
1516,09/22/2025 10:05:44,21.73,76.65,17.47,,
1517,09/22/2025 11:05:44,25.93,60.79,17.80,,
1518,09/22/2025 12:05:44,30.52,46.40,17.75,,
1519,09/22/2025 13:05:44,33.48,40.91,18.41,,
1520,09/22/2025 14:05:44,34.68,36.87,17.81,,
1521,09/22/2025 15:05:44,35.79,32.05,16.57,,
1522,09/22/2025 16:05:44,34.73,32.34,15.79,,
1523,09/22/2025 17:05:44,29.40,44.01,15.90,,
1524,09/22/2025 18:05:44,25.51,55.81,16.06,,
1525,09/22/2025 19:05:44,24.47,57.77,15.62,,
1526,09/22/2025 20:05:44,23.40,59.97,15.21,,
1527,09/22/2025 21:05:44,22.12,62.15,14.56,,
1528,09/22/2025 22:05:44,21.48,62.46,14.03,,
1529,09/22/2025 23:05:44,21.88,67.78,15.68,,
1530,09/23/2025 00:05:44,22.55,65.42,15.76,,
1531,09/23/2025 01:05:44,22.36,66.59,15.86,,
1532,09/23/2025 02:05:44,22.01,68.84,16.05,,
1533,09/23/2025 03:05:44,21.69,70.37,16.08,,
1534,09/23/2025 04:05:44,21.51,69.51,15.72,,
1535,09/23/2025 05:05:44,21.74,68.90,15.80,,
1536,09/23/2025 06:05:44,21.58,72.43,16.44,,
1537,09/23/2025 07:05:44,21.64,74.42,16.92,,
1538,09/23/2025 08:05:44,21.65,71.48,16.29,,
1539,09/23/2025 09:05:44,21.45,72.81,16.39,,
1540,09/23/2025 10:05:44,22.09,69.32,16.23,,
1541,09/23/2025 11:05:44,24.35,61.38,16.47,,
1542,09/23/2025 12:05:44,28.15,51.63,17.27,,
1543,09/23/2025 13:05:44,31.22,45.07,17.92,,
1544,09/23/2025 14:05:44,33.21,41.08,18.23,,
1545,09/23/2025 15:05:44,34.01,38.88,18.07,,
1546,09/23/2025 16:05:44,33.66,38.47,17.59,,
1547,09/23/2025 17:05:44,30.76,42.45,16.55,,
1548,09/23/2025 18:05:44,25.72,58.05,16.87,,
1549,09/23/2025 19:05:44,23.16,63.74,15.93,,
1550,09/23/2025 20:05:44,22.05,66.41,15.52,,
1551,09/23/2025 21:05:44,21.80,68.45,15.76,,
1552,09/23/2025 22:05:44,21.33,68.44,15.30,,
1553,09/23/2025 23:05:44,21.30,67.58,15.08,,
1554,09/24/2025 00:05:44,21.51,70.09,15.85,,
1555,09/24/2025 01:05:44,21.74,75.30,17.20,,
1556,09/24/2025 02:05:44,21.55,75.39,17.04,,
1557,09/24/2025 03:05:44,21.69,75.99,17.30,,
1558,09/24/2025 04:05:44,21.73,75.37,17.20,,
1559,09/24/2025 05:05:44,21.91,76.56,17.63,,
1560,09/24/2025 06:05:44,21.83,77.11,17.67,,
1561,09/24/2025 07:05:44,21.51,76.68,17.27,,
1562,09/24/2025 08:05:44,21.15,76.34,16.84,,
1563,09/24/2025 09:05:44,21.30,73.42,16.38,,
1564,09/24/2025 10:05:44,19.74,69.98,14.13,,
1565,09/24/2025 11:05:44,21.51,59.76,13.38,,
1566,09/24/2025 12:05:44,25.56,50.00,14.39,,
1567,09/24/2025 13:05:44,27.98,43.44,14.42,,
1568,09/24/2025 14:05:44,29.57,40.76,14.85,,
1569,09/24/2025 15:05:44,30.12,39.10,14.70,,
1570,09/24/2025 16:05:44,29.96,38.61,14.36,,
1571,09/24/2025 17:05:44,28.08,42.13,14.03,,
1572,09/24/2025 18:05:44,23.17,55.93,13.91,,
1573,09/24/2025 19:05:44,22.20,54.72,12.67,,
1574,09/24/2025 20:05:44,22.29,55.58,12.99,,
1575,09/24/2025 21:05:44,22.12,63.35,14.86,,
1576,09/24/2025 22:05:44,21.88,63.72,14.72,,
1577,09/24/2025 23:05:44,22.02,69.74,16.26,,
1578,09/25/2025 00:05:44,21.95,72.58,16.82,,
1579,09/25/2025 01:05:44,21.58,73.43,16.65,,
1580,09/25/2025 02:05:44,21.27,74.09,16.48,,
1581,09/25/2025 03:05:44,21.05,74.32,16.33,,
1582,09/25/2025 04:05:44,20.86,74.38,16.15,,
1583,09/25/2025 05:05:44,20.69,74.71,16.06,,
1584,09/25/2025 06:05:44,20.49,74.85,15.90,,
1585,09/25/2025 07:05:44,20.41,74.63,15.78,,
1586,09/25/2025 08:05:44,20.43,74.89,15.85,,
1587,09/25/2025 09:05:44,21.09,77.32,16.99,,
1588,09/25/2025 10:05:44,19.59,73.34,14.71,,
1589,09/25/2025 11:05:44,20.83,67.47,14.60,,
1590,09/25/2025 12:05:44,24.35,54.07,14.49,,
1591,09/25/2025 13:05:44,26.59,48.72,14.93,,
1592,09/25/2025 14:05:44,28.55,44.50,15.31,,
1593,09/25/2025 15:05:44,29.66,41.00,15.03,,
1594,09/25/2025 16:05:44,28.87,42.98,15.05,,
1595,09/25/2025 17:05:44,26.20,46.75,13.93,,
1596,09/25/2025 18:05:44,23.25,53.84,13.40,,
1597,09/25/2025 19:05:44,21.38,59.71,13.24,,
1598,09/25/2025 20:05:44,21.18,56.28,12.15,,
1599,09/25/2025 21:05:44,21.23,62.28,13.75,,
1600,09/25/2025 22:05:44,21.61,62.39,14.13,,
1601,09/25/2025 23:05:44,21.58,63.92,14.48,,
1602,09/26/2025 00:05:44,21.68,64.45,14.70,,
1603,09/26/2025 01:05:44,21.83,69.76,16.08,,
1604,09/26/2025 02:05:44,21.94,72.45,16.78,,
1605,09/26/2025 03:05:44,21.53,73.80,16.68,,
1606,09/26/2025 04:05:44,21.36,74.62,16.69,,
1607,09/26/2025 05:05:44,21.15,74.87,16.54,,
1608,09/26/2025 06:05:44,20.99,75.04,16.42,,
1609,09/26/2025 07:05:44,20.91,75.46,16.43,,
1610,09/26/2025 08:05:44,21.00,75.93,16.62,,
1611,09/26/2025 09:05:44,21.26,72.94,16.23,,
1612,09/26/2025 10:05:44,19.63,73.18,14.72,,
1613,09/26/2025 11:05:44,21.98,62.64,14.55,,
1614,09/26/2025 12:05:44,27.87,45.42,15.00,,
1615,09/26/2025 13:05:44,30.61,38.68,14.97,,
1616,09/26/2025 14:05:44,32.26,35.92,15.27,,
1617,09/26/2025 15:05:44,32.94,34.82,15.39,,
1618,09/26/2025 16:05:44,32.06,36.01,15.13,,
1619,09/26/2025 17:05:44,29.17,43.19,15.39,,
1620,09/26/2025 18:05:44,24.45,54.90,14.81,,
1621,09/26/2025 19:05:44,22.33,60.02,14.21,,
1622,09/26/2025 20:05:44,21.62,60.30,13.61,,
1623,09/26/2025 21:05:44,21.96,55.16,12.57,,
1624,09/26/2025 22:05:44,21.45,60.89,13.61,,
1625,09/26/2025 23:05:44,21.16,63.45,13.96,,
1626,09/27/2025 00:05:44,21.29,63.01,13.99,,
1627,09/27/2025 01:05:44,21.59,64.55,14.64,,
1628,09/27/2025 02:05:44,21.53,60.66,13.62,,
1629,09/27/2025 03:05:44,21.52,63.31,14.28,,
1630,09/27/2025 04:05:44,21.58,66.02,14.99,,
1631,09/27/2025 05:05:44,21.98,71.37,16.58,,
1632,09/27/2025 06:05:44,21.83,73.19,16.84,,
1633,09/27/2025 07:05:44,21.82,74.50,17.11,,
1634,09/27/2025 08:05:44,21.79,75.08,17.20,,
1635,09/27/2025 09:05:44,21.04,72.94,16.02,,
1636,09/27/2025 10:05:44,19.40,69.26,13.64,,
1637,09/27/2025 11:05:44,23.13,55.22,13.68,,
1638,09/27/2025 12:05:44,27.83,46.41,15.30,,
1639,09/27/2025 13:05:44,30.57,38.57,14.88,,
1640,09/27/2025 14:05:44,31.85,34.56,14.31,,
1641,09/27/2025 15:05:44,32.14,35.35,14.92,,
1642,09/27/2025 16:05:44,29.90,35.73,13.11,,
1643,09/27/2025 17:05:44,26.10,44.95,13.24,,
1644,09/27/2025 18:05:44,22.74,53.36,12.79,,
1645,09/27/2025 19:05:44,21.03,58.69,12.65,,
1646,09/27/2025 20:05:44,20.64,56.95,11.83,,
1647,09/27/2025 21:05:44,20.20,54.31,10.69,,
1648,09/27/2025 22:05:44,21.68,51.66,11.32,,
1649,09/27/2025 23:05:44,21.95,52.52,11.82,,
1650,09/28/2025 00:05:44,21.69,55.52,12.42,,
1651,09/28/2025 01:05:44,21.54,57.22,12.74,,
1652,09/28/2025 02:05:44,21.67,61.00,13.84,,
1653,09/28/2025 03:05:44,21.62,62.84,14.25,,
1654,09/28/2025 04:05:44,21.78,67.26,15.46,,
1655,09/28/2025 05:05:44,21.80,71.12,16.35,,
1656,09/28/2025 06:05:44,21.56,73.21,16.58,,
1657,09/28/2025 07:05:44,21.34,74.06,16.55,,
1658,09/28/2025 08:05:44,21.19,75.03,16.61,,
1659,09/28/2025 09:05:44,21.12,67.63,14.92,,
1660,09/28/2025 10:05:44,19.82,69.25,14.04,,
1661,09/28/2025 11:05:44,22.62,59.55,14.37,,
1662,09/28/2025 12:05:44,26.96,47.22,14.78,,
1663,09/28/2025 13:05:44,29.09,40.50,14.32,,
1664,09/28/2025 14:05:44,30.48,37.45,14.35,,
1665,09/28/2025 15:05:44,30.17,36.79,13.80,,
1666,09/28/2025 16:05:44,28.94,38.82,13.54,,
1667,09/28/2025 17:05:44,26.47,44.74,13.50,,
1668,09/28/2025 18:05:44,23.40,55.43,13.98,,
1669,09/28/2025 19:05:44,22.91,46.25,10.77,,
1670,09/28/2025 20:05:44,23.08,45.49,10.68,,
1671,09/28/2025 21:05:44,22.01,52.40,11.84,,
1672,09/28/2025 22:05:44,21.62,58.69,13.21,,
1673,09/28/2025 23:05:44,21.56,61.96,13.98,,
1674,09/29/2025 00:05:44,21.56,64.37,14.57,,
1675,09/29/2025 01:05:44,21.36,64.24,14.35,,
1676,09/29/2025 02:05:44,21.43,66.20,14.88,,
1677,09/29/2025 03:05:44,21.32,66.37,14.82,,
1678,09/29/2025 04:05:44,21.47,68.14,15.37,,
1679,09/29/2025 05:05:44,21.47,68.42,15.43,,
1680,09/29/2025 06:05:44,21.48,69.52,15.69,,
1681,09/29/2025 07:05:44,21.42,67.88,15.26,,
1682,09/29/2025 08:05:44,21.45,71.05,16.01,,
1683,09/29/2025 09:05:44,20.75,66.71,14.35,,
1684,09/29/2025 10:05:44,20.40,67.72,14.25,,
1685,09/29/2025 11:05:44,20.62,67.89,14.51,,
1686,09/29/2025 12:05:44,20.94,68.76,15.01,,
1687,09/29/2025 13:05:44,21.38,65.62,14.70,,
1688,09/29/2025 14:05:44,21.33,65.64,14.66,,
1689,09/29/2025 15:05:44,21.46,66.45,14.97,,
1690,09/29/2025 16:05:44,21.33,66.32,14.82,,
1691,09/29/2025 17:05:44,21.11,69.84,15.41,,
1692,09/29/2025 18:05:44,21.01,69.68,15.28,,
1693,09/29/2025 19:05:44,21.25,71.72,15.96,,
1694,09/29/2025 20:05:44,21.30,71.28,15.91,,
1695,09/29/2025 21:05:44,21.31,71.81,16.04,,
1696,09/29/2025 22:05:44,21.63,68.10,15.52,,
1697,09/29/2025 23:05:44,21.42,72.20,16.23,,
1698,09/30/2025 00:05:44,21.60,76.58,17.33,,
1699,09/30/2025 01:05:44,21.46,76.37,17.15,,
1700,09/30/2025 02:05:44,21.72,77.72,17.68,,
1701,09/30/2025 03:05:44,21.77,79.15,18.02,,
1702,09/30/2025 04:05:44,21.87,79.16,18.12,,
1703,09/30/2025 05:05:44,21.83,79.37,18.12,,
1704,09/30/2025 06:05:44,21.41,78.52,17.55,,
1705,09/30/2025 07:05:44,20.99,78.82,17.20,,
1706,09/30/2025 08:05:44,20.95,79.05,17.20,,
1707,09/30/2025 09:05:44,21.20,77.82,17.20,,
1708,09/30/2025 10:05:44,20.16,74.32,15.46,,
1709,09/30/2025 11:05:44,23.69,61.09,15.76,,
1710,09/30/2025 12:05:44,28.15,49.90,16.73,,
1711,09/30/2025 13:05:44,28.64,48.13,16.61,,
1712,09/30/2025 14:05:44,30.30,41.63,15.83,,
1713,09/30/2025 15:05:44,30.46,40.39,15.51,,
1714,09/30/2025 16:05:44,30.51,39.16,15.06,,
1715,09/30/2025 17:05:44,28.23,43.33,14.60,,
1716,09/30/2025 18:05:44,24.50,55.43,15.01,,
1717,09/30/2025 19:05:44,22.63,57.16,13.74,,
1718,09/30/2025 20:05:44,21.85,59.27,13.57,,
1719,09/30/2025 21:05:44,21.88,61.67,14.21,,
1720,09/30/2025 22:05:44,21.76,61.85,14.14,,
1721,09/30/2025 23:05:44,21.69,62.65,14.27,,
1722,10/01/2025 00:05:44,21.60,65.91,14.98,,
1723,10/01/2025 01:05:44,21.62,63.74,14.48,,
1724,10/01/2025 02:05:44,21.79,69.91,16.07,,
1725,10/01/2025 03:05:44,21.54,68.32,15.48,,
1726,10/01/2025 04:05:44,21.64,71.16,16.21,,
1727,10/01/2025 05:05:44,21.83,74.24,17.06,,
1728,10/01/2025 06:05:44,21.65,76.21,17.30,,
1729,10/01/2025 07:05:44,21.53,77.32,17.42,,
1730,10/01/2025 08:05:44,21.33,77.49,17.25,,
1731,10/01/2025 09:05:44,20.97,71.08,15.55,,
1732,10/01/2025 10:05:44,20.01,69.39,14.25,,
1733,10/01/2025 11:05:44,24.81,53.29,14.69,,
1734,10/01/2025 12:05:44,29.03,44.04,15.58,,
1735,10/01/2025 13:05:44,29.77,43.49,16.05,,
1736,10/01/2025 14:05:44,29.90,43.80,16.28,,
1737,10/01/2025 15:05:44,31.42,39.89,16.17,,
1738,10/01/2025 16:05:44,31.54,39.40,16.08,,
1739,10/01/2025 17:05:44,28.76,43.48,15.13,,
1740,10/01/2025 18:05:44,25.77,53.03,15.50,,
1741,10/01/2025 19:05:44,23.68,58.07,14.96,,
1742,10/01/2025 20:05:44,22.51,55.66,13.23,,
1743,10/01/2025 21:05:44,21.45,59.17,13.17,,
1744,10/01/2025 22:05:44,22.44,57.27,13.59,,
1745,10/01/2025 23:05:44,21.63,60.65,13.72,,
1746,10/02/2025 00:05:44,21.19,63.69,14.06,,
1747,10/02/2025 01:05:44,21.15,64.01,14.09,,
1748,10/02/2025 02:05:44,21.15,66.28,14.63,,
1749,10/02/2025 03:05:44,21.37,67.67,15.16,,
1750,10/02/2025 04:05:44,21.54,68.85,15.60,,
1751,10/02/2025 05:05:44,21.62,70.69,16.09,,
1752,10/02/2025 06:05:44,21.72,73.16,16.72,,
1753,10/02/2025 07:05:44,21.73,75.50,17.24,,
1754,10/02/2025 08:05:44,21.58,76.32,17.26,,
1755,10/02/2025 09:05:44,20.90,69.40,15.11,,
1756,10/02/2025 10:05:44,19.53,69.60,13.84,,
1757,10/02/2025 11:05:44,25.43,51.32,14.67,,
1758,10/02/2025 12:05:44,29.25,42.42,15.19,,
1759,10/02/2025 13:05:44,30.37,40.90,15.63,,
1760,10/02/2025 14:05:44,32.66,37.66,16.37,,
1761,10/02/2025 15:05:44,33.29,34.75,15.65,,
1762,10/02/2025 16:05:44,31.93,35.32,14.72,,
1763,10/02/2025 17:05:44,28.81,45.82,15.99,,
1764,10/02/2025 18:05:44,24.54,55.28,15.00,,
1765,10/02/2025 19:05:44,23.12,57.57,14.31,,
1766,10/02/2025 20:05:44,22.02,59.74,13.85,,
1767,10/02/2025 21:05:44,21.10,61.71,13.49,,
1768,10/02/2025 22:05:44,22.08,59.15,13.75,,
1769,10/02/2025 23:05:44,21.87,59.73,13.71,,
1770,10/03/2025 00:05:44,21.69,61.38,13.95,,
1771,10/03/2025 01:05:44,21.52,64.02,14.45,,
1772,10/03/2025 02:05:44,21.45,64.91,14.60,,
1773,10/03/2025 03:05:44,21.37,66.49,14.89,,
1774,10/03/2025 04:05:44,21.37,67.08,15.03,,
1775,10/03/2025 05:05:44,21.33,67.24,15.03,,
1776,10/03/2025 06:05:44,21.48,69.61,15.72,,
1777,10/03/2025 07:05:44,21.36,69.94,15.67,,
1778,10/03/2025 08:05:44,21.37,71.16,15.95,,
1779,10/03/2025 09:05:44,20.71,69.73,15.00,,
1780,10/03/2025 10:05:44,20.73,67.23,14.46,,
1781,10/03/2025 11:05:44,24.76,52.43,14.39,,
1782,10/03/2025 12:05:44,28.55,44.27,15.23,,
1783,10/03/2025 13:05:44,29.76,43.03,15.87,,
1784,10/03/2025 14:05:44,32.26,36.94,15.71,,
1785,10/03/2025 15:05:44,32.41,36.10,15.48,,
1786,10/03/2025 16:05:44,31.46,40.45,16.42,,
1787,10/03/2025 17:05:44,27.30,49.00,15.67,,
1788,10/03/2025 18:05:44,24.75,55.58,15.28,,
1789,10/03/2025 19:05:44,23.22,56.84,14.20,,
1790,10/03/2025 20:05:44,22.03,58.97,13.66,,
1791,10/03/2025 21:05:44,21.30,57.28,12.53,,
1792,10/03/2025 22:05:44,22.17,58.58,13.69,,
1793,10/03/2025 23:05:44,21.97,60.06,13.88,,
1794,10/04/2025 00:05:44,21.82,61.77,14.18,,
1795,10/04/2025 01:05:44,21.81,58.41,13.31,,
1796,10/04/2025 02:05:44,21.59,62.69,14.19,,
1797,10/04/2025 03:05:44,21.64,65.46,14.91,,
1798,10/04/2025 04:05:44,21.75,68.45,15.71,,
1799,10/04/2025 05:05:44,21.80,71.80,16.50,,
1800,10/04/2025 06:05:44,21.73,73.36,16.77,,
1801,10/04/2025 07:05:44,21.51,74.44,16.80,,
1802,10/04/2025 08:05:44,21.32,75.20,16.77,,
1803,10/04/2025 09:05:44,21.09,75.16,16.54,,
1804,10/04/2025 10:05:44,19.65,72.96,14.69,,
1805,10/04/2025 11:05:44,22.82,62.49,15.30,,
1806,10/04/2025 12:05:44,26.05,52.70,15.65,,
1807,10/04/2025 13:05:44,27.11,49.39,15.62,,
1808,10/04/2025 14:05:44,28.75,44.57,15.51,,
1809,10/04/2025 15:05:44,29.39,39.73,14.29,,
1810,10/04/2025 16:05:44,29.50,39.34,14.24,,
1811,10/04/2025 17:05:44,27.99,44.90,14.94,,
1812,10/04/2025 18:05:44,25.00,50.44,14.01,,
1813,10/04/2025 19:05:44,23.12,54.45,13.45,,
1814,10/04/2025 20:05:44,21.76,58.01,13.15,,
1815,10/04/2025 21:05:44,21.68,62.01,14.10,,
1816,10/04/2025 22:05:44,21.57,62.57,14.14,,
1817,10/04/2025 23:05:44,21.63,63.70,14.48,,
1818,10/05/2025 00:05:44,21.63,65.48,14.90,,
1819,10/05/2025 01:05:44,21.46,66.27,14.93,,
1820,10/05/2025 02:05:44,21.51,69.00,15.60,,
1821,10/05/2025 03:05:44,21.61,70.97,16.14,,
1822,10/05/2025 04:05:44,21.78,72.80,16.70,,
1823,10/05/2025 05:05:44,21.79,73.86,16.94,,
1824,10/05/2025 06:05:44,21.73,75.34,17.20,,
1825,10/05/2025 07:05:44,21.65,75.76,17.21,,
1826,10/05/2025 08:05:44,21.49,76.18,17.14,,
1827,10/05/2025 09:05:44,21.24,72.57,16.14,,
1828,10/05/2025 10:05:44,20.25,74.58,15.61,,
1829,10/05/2025 11:05:44,21.20,72.29,16.04,,
1830,10/05/2025 12:05:44,22.98,69.27,17.07,,
1831,10/05/2025 13:05:44,26.78,57.96,17.84,,
1832,10/05/2025 14:05:44,29.83,49.54,18.16,,
1833,10/05/2025 15:05:44,30.62,48.15,18.43,,
1834,10/05/2025 16:05:44,30.34,46.12,17.48,,
1835,10/05/2025 17:05:44,28.88,48.16,16.85,,
1836,10/05/2025 18:05:44,26.19,55.05,16.47,,
1837,10/05/2025 19:05:44,24.40,58.62,15.79,,
1838,10/05/2025 20:05:44,23.27,59.39,14.94,,
1839,10/05/2025 21:05:44,22.51,63.28,15.20,,
1840,10/05/2025 22:05:44,22.05,64.64,15.10,,
1841,10/05/2025 23:05:44,21.80,65.41,15.04,,
1842,10/06/2025 00:05:44,21.62,65.34,14.86,,
1843,10/06/2025 01:05:44,21.55,65.64,14.86,,
1844,10/06/2025 02:05:44,21.65,67.87,15.48,,
1845,10/06/2025 03:05:44,21.75,70.25,16.11,,
1846,10/06/2025 04:05:44,21.95,73.06,16.92,,
1847,10/06/2025 05:05:44,21.78,74.71,17.11,,
1848,10/06/2025 06:05:44,21.91,75.89,17.48,,
1849,10/06/2025 07:05:44,21.78,74.74,17.12,,
1850,10/06/2025 08:05:44,21.76,74.84,17.12,,
1851,10/06/2025 09:05:44,21.00,77.10,16.85,,
1852,10/06/2025 10:05:44,20.20,78.63,16.39,,
1853,10/06/2025 11:05:44,21.88,66.77,15.44,,
1854,10/06/2025 12:05:44,23.65,62.46,16.08,,
1855,10/06/2025 13:05:44,23.42,63.00,16.00,,
1856,10/06/2025 14:05:44,26.36,54.78,16.55,,
1857,10/06/2025 15:05:44,29.08,47.75,16.88,,
1858,10/06/2025 16:05:44,27.27,51.17,16.32,,
1859,10/06/2025 17:05:44,25.58,52.83,15.26,,
1860,10/06/2025 18:05:44,23.38,59.33,15.02,,
1861,10/06/2025 19:05:44,22.23,59.51,13.99,,
1862,10/06/2025 20:05:44,21.72,63.89,14.60,,
1863,10/06/2025 21:05:44,21.54,60.45,13.58,,
1864,10/06/2025 22:05:44,21.37,65.47,14.66,,
1865,10/06/2025 23:05:44,21.40,62.16,13.88,,
1866,10/07/2025 00:05:44,21.46,67.99,15.33,,
1867,10/07/2025 01:05:44,21.48,66.56,15.02,,
1868,10/07/2025 02:05:44,21.24,66.86,14.86,,
1869,10/07/2025 03:05:44,21.35,70.40,15.77,,
1870,10/07/2025 04:05:44,21.82,73.84,16.97,,
1871,10/07/2025 05:05:44,21.78,75.02,17.18,,
1872,10/07/2025 06:05:44,21.53,76.06,17.15,,
1873,10/07/2025 07:05:44,21.22,76.57,16.97,,
1874,10/07/2025 08:05:44,21.10,76.39,16.81,,
1875,10/07/2025 09:05:44,21.65,76.64,17.39,,
1876,10/07/2025 10:05:44,21.76,75.00,17.16,,
1877,10/07/2025 11:05:44,21.22,70.37,15.63,,
1878,10/07/2025 12:05:44,19.46,76.84,15.31,,
1879,10/07/2025 13:05:44,20.25,71.93,15.04,,
1880,10/07/2025 14:05:44,22.29,66.18,15.69,,
1881,10/07/2025 15:05:44,25.42,57.15,16.35,,
1882,10/07/2025 16:05:44,26.47,55.61,16.89,,
1883,10/07/2025 17:05:44,26.69,55.22,16.98,,
1884,10/07/2025 18:05:44,23.32,62.92,15.88,,
1885,10/07/2025 19:05:44,21.70,67.84,15.52,,
1886,10/07/2025 20:05:44,21.29,71.65,15.99,,
1887,10/07/2025 21:05:44,21.34,72.53,16.23,,
1888,10/07/2025 22:05:44,21.40,71.90,16.14,,
1889,10/07/2025 23:05:44,21.33,71.66,16.03,,
1890,10/08/2025 00:05:44,21.42,70.48,15.85,,
1891,10/08/2025 01:05:44,21.79,74.55,17.09,,
1892,10/08/2025 02:05:44,21.76,75.37,17.24,,
